word,translation,reference,has_letter_outside_alphabet,has_letter_from_emakhuwa,vowel_seq,consonat_seq,label,tag,match_,match_in_portuguese_not_stopword_,distance_match_emakhuwa_,distance_soundex_match_emakhuwa_,distance_soundex_translation_emakhuwa_,start_with_f,start_with_ch,consonat_vowels,vowel_consonat
efestivaale,festival,festival,0,0,0,1,1,loan,festival,1,0.272727273,0.25,0.25,0,0,0,1
ereferensiya,referencia,referencia,0,0,0,0,1,loan,referencia,1,0.25,0,0,0,0,0,1
espesiyalisasawu,especialização,especialização,0,0,0,0,1,loan,especialização,1,0.4375,0.166666667,0.166666667,0,0,0,0
otepartamentu,departamento,departamento,0,0,0,1,1,loan,departamento,1,0.230769231,0.166666667,0.166666667,0,0,0,0
ekalasase,classe,classe,0,0,0,0,1,loan,classe,1,0.444444444,0.333333333,0.333333333,0,0,0,0
okhaldeya,caldeus,caldeus,1,1,0,0,1,loan,caldeus,1,0.555555556,0,0,0,0,0,0
emonsau,monsão,monções,0,0,1,0,1,loan,mansão,1,0.571428571,0,0,0,0,0,0
nifinanças,finanças,finanças,1,0,0,0,1,loan,finanças,1,0.2,0.25,0.25,0,0,0,0
ogilbert,gilbert,gilbert,1,0,0,1,1,loan,gilberto,1,0.25,0,0,0,0,0,0
osimenti,cimento,cimento,0,0,0,0,1,loan,cimento,1,0.375,0,0,0,0,0,0
omuxokola,escola,escola,0,0,0,0,1,loan,escola,1,0.666666667,0.25,0.25,0,0,0,0
etitoriaale,editorial,editorial,0,0,1,0,1,loan,editorial,1,0.272727273,0.333333333,0.333333333,0,0,0,0
aplikativo,aplicativo,aplicativo,0,0,0,1,1,loan,aplicativo,1,0.1,0,0,0,0,0,0
asinkirito,asíncrito,asíncrito,0,0,0,0,1,loan,asinkirito,0,0,0,0.2,0,0,0,0
universitaire,universidade,universidade,0,0,0,0,1,loan,universidade,1,0.230769231,0.4,0.4,0,0,0,0
elexixilasau,legislação,legislação,0,0,1,0,1,loan,legislação,1,0.583333333,0.2,0.2,0,0,0,0
aweekontinente,continente,continente,0,0,0,0,1,loan,continente,1,0.357142857,0.166666667,0.166666667,0,0,0,0
sientista,cientista,cientista,0,0,1,1,1,loan,cientista,1,0.111111111,0,0,0,0,0,0
oleipzig,leipzig,leipzig,1,0,1,0,1,loan,leipzig,1,0.125,0,0,0,0,0,0
xeefi,chefe,chefe,0,0,0,0,1,loan,chefe,1,0.6,0,0,0,0,0,1
efiku,figro,figos,0,0,0,0,1,loan,figo,1,0.6,0.5,0.5,0,0,0,1
asiria,assírios,assírios,0,0,1,0,1,loan,assírios,1,0.5,0,0,0,0,0,0
kontoratu,contorato,contrato,0,0,0,0,1,loan,contrato,1,0.333333333,0.4,0,0,0,0,0
arkivo,arquivo,arquivos,0,0,0,0,1,loan,arquivo,1,0.285714286,0,0,0,0,0,0
maferesii,feriais,feriais,0,0,0,0,1,loan,feriais,1,0.555555556,0.5,0.5,0,0,0,0
obulgaria,bulgária,bulgária,1,0,1,0,1,loan,bulgária,1,0.222222222,0,0,0,0,0,0
etukasionaale,educacional,educacional,0,0,1,0,1,loan,educacional,1,0.384615385,0.4,0.4,0,0,0,0
avaliyari,avaliar,avaliar,0,0,0,0,1,loan,avaliar,1,0.222222222,0,0,0,0,0,0
welimi,elmi,elim,0,0,0,0,1,loan,elmo,1,0.5,0.333333333,0.333333333,0,0,0,0
iviidiyu,vídeos,vídeos,1,0,0,0,1,loan,vídeos,1,0.75,0,0,0,0,0,0
oziya,zias,uzias,1,0,0,0,1,loan,zoas,1,0.8,0,0,0,0,0,0
onesimo,onésimo,onésimo,0,0,0,0,1,loan,enésimo,1,0.285714286,0,0,0,0,0,0
epuruvunsiya,província,província,0,0,0,0,1,loan,província,1,0.5,0.2,0.2,0,0,0,0
exikoola,escola,escola,0,0,0,0,1,loan,escola,1,0.5,0,0,0,0,0,0
propaganada,propaganda,propaganda,1,0,0,1,1,loan,propaganda,1,0.090909091,0.25,0.25,0,0,0,1
nasista,nazista,nazista,0,0,0,1,1,loan,nazista,1,0.142857143,0,0,0,0,0,0
wasosiyasawu,associação,associação,0,0,0,0,1,loan,associação,1,0.666666667,0.666666667,0.666666667,0,0,0,0
ovenezuela,venezuela,venezuela,1,0,1,0,1,loan,venezuela,1,0.1,0,0,0,0,0,0
efiliale,filial,filial,0,0,1,0,1,loan,filial,1,0.25,0,0,0,0,0,1
obatiziwe,batize,batize,1,0,0,0,1,loan,batize,1,0.333333333,0.25,0.25,0,0,0,0
oyizireyeli,israel,israel,1,0,0,0,1,loan,israel,1,0.636363636,0,0,0,0,0,0
ikoopu,copos,copos,0,0,0,0,1,loan,copos,1,0.833333333,0,0,0,0,0,0
ozampesia,zambézia,zambézia,1,0,1,0,1,loan,zambézia,1,0.444444444,0.25,0.25,0,0,0,0
osantander,santander,santander,1,0,0,0,1,loan,santander,1,0.1,0,0,0,0,0,0
efantasiya,fantasia,fantasia,0,0,0,0,1,loan,fantasia,1,0.2,0,0,0,0,0,1
omanka,manga,manga,0,0,0,0,1,loan,manga,1,0.333333333,0.5,0.5,0,0,0,0
isirayeli,israel,israel,0,0,0,0,1,loan,israel,1,0.333333333,0,0,0,0,0,0
atiminixitarativo,administrativo,administrativo,0,0,0,0,1,loan,administrativo,1,0.294117647,0.571428571,0.571428571,0,0,0,0
epompa,pomba,pomba,0,0,0,0,1,loan,pomba,1,0.333333333,0.333333333,0.333333333,0,0,0,0
obabilónia,babilônia,babilónia,1,0,1,0,1,loan,babilónia,1,0.1,0,0,0,0,0,1
walemaanya,alemanha,alemanha,0,1,0,0,1,loan,alemanha,1,0.3,0.333333333,0.333333333,0,0,0,0
poliitiku,político,político,0,0,0,0,1,loan,político,1,0.444444444,0,0,0,0,0,0
eparayísu,paraíso,paraíso,0,0,0,0,1,loan,paraíso,1,0.333333333,0,0,0,0,0,0
italento,talentos,talentos,0,0,0,0,1,loan,talentos,1,0.25,0,0,0,0,0,0
examussa,chamussa,chamussa,0,0,0,1,1,loan,chamusca,1,0.375,0.25,0,0,0,0,0
oyuteiya,judeaia,judea,0,0,1,0,1,loan,judeia,1,0.5,1,1,0,0,0,0
onoroti,norte,norte,0,0,0,0,1,loan,norte,1,0.428571429,0,0,0,0,0,0
obrasiili,brasil,brasil,1,0,0,1,1,loan,brasil,1,0.333333333,0.333333333,0.333333333,0,0,0,0
oxiripitali,hospital,hospital,0,0,0,0,1,loan,hospital,1,0.545454545,0.4,0.4,0,0,0,0
isakaari,issacar,issacar,0,0,0,0,1,loan,assacar,1,0.625,0.333333333,0.333333333,0,0,0,0
efacultate,faculdade,faculdade,0,0,0,0,1,loan,faculdade,1,0.3,0.5,0.5,0,0,1,1
imisoore,emissora,emissora,0,0,0,0,1,loan,emissora,1,0.375,0,0,0,0,0,0
wameerika,américas,américas,0,0,0,0,1,loan,américas,1,0.555555556,0.25,0.25,0,0,0,0
etistirito,distrito,distrito,0,0,0,1,1,loan,distrito,1,0.3,0.666666667,0.666666667,0,0,0,0
erekurutamento,recrutamento,recrutamento,0,0,0,0,1,loan,recrutamento,1,0.214285714,0.166666667,0.166666667,0,0,0,0
kristina,cristina,cristina,0,0,0,1,1,loan,cristina,1,0.125,0.25,0.25,0,0,0,0
naxikola,escola,escola,0,0,0,0,1,loan,escola,1,0.625,0.25,0.25,0,0,0,0
ikonteyuutu,conteúdo,conteúdo,0,0,1,0,1,loan,conteúdo,1,0.636363636,0.25,0.25,0,0,0,0
mikorofone,microfones,microfones,0,0,0,0,1,loan,microfones,1,0.3,0.2,0.2,0,0,0,0
ekonvensayu,governação,governação,0,0,0,0,1,loan,governação,1,0.727272727,0.4,0.4,0,0,0,0
eproxura,brochura,brochura,0,0,0,1,1,loan,brochura,1,0.5,0.333333333,0.333333333,0,0,0,0
ekilometuru,quilómetro,quilómetro,0,0,0,0,1,loan,quilómetro,1,0.454545455,0.2,0.2,0,0,0,0
komposisayu,composição,composição,0,0,0,0,1,loan,composição,1,0.454545455,0,0,0,0,0,0
esalimo,salmo,salmo,0,0,0,0,1,loan,salmo,1,0.285714286,0,0,0,0,0,0
nowee,noé,noé,0,0,0,0,1,loan,noé,1,0.6,0.5,0.5,0,0,0,0
tiretoore,director,director,0,0,0,0,1,loan,diretor,1,0.333333333,0.5,0.5,0,0,0,0
enkonturu,encontro,encontro,0,0,0,0,1,loan,encontro,1,0.333333333,0.2,0.2,0,0,0,0
amamawe,mamãe,mamãe,0,0,0,0,1,loan,mamãe,1,0.428571429,0.5,0.5,0,0,0,0
otankanika,tanzânia,tanzânia,0,0,0,0,1,loan,tanzânia,1,0.4,0.4,0.4,0,0,0,0
lopoolu,lobolo,lobolo,0,0,0,0,1,loan,lopoolu,0,0,0,0.333333333,0,0,0,0
ecomplexo,complexo,complexo,0,0,0,1,1,loan,complexo,1,0.111111111,0,0,0,0,1,0
sebastiao,sebastiáo,sebastião,1,0,1,1,1,loan,sebastião,1,0.111111111,0,0,0,0,0,0
ekamisa,cama,cama,0,0,0,0,1,loan,cama,1,0.571428571,0.333333333,0.333333333,0,0,0,0
etabela,tabela,tabela,1,0,0,0,1,loan,tabela,1,0.142857143,0,0,0,0,0,1
onamorari,namoram,namoram,0,0,0,0,1,loan,namoram,1,0.333333333,0,0,0,0,0,0
exikultura,escultura,escultura,0,0,0,0,1,loan,escultura,1,0.3,0,0,0,0,0,0
esineedrio,sinédrio,sinédrio,1,0,1,1,1,loan,sinédrio,1,0.3,0,0,0,0,0,0
saapatu,sábado,sábado,0,0,0,0,1,loan,sábado,1,0.714285714,0.666666667,0.666666667,0,0,0,0
onasionalista,nacionalista,nacionalista,0,0,1,1,1,loan,nacionalista,1,0.153846154,0,0,0,0,0,0
exikova,escova,escova,0,0,0,0,1,loan,escova,1,0.428571429,0,0,0,0,0,0
elooxa,loja,loja,0,0,0,0,1,loan,loja,1,0.5,0.5,0.5,0,0,0,0
etukumentaariyu,documentário,documentário,0,0,0,0,1,loan,documentário,1,0.533333333,0.2,0.2,0,0,0,0
esaaya,saía,saia,0,0,0,0,1,loan,saía,1,0.5,0,0,0,0,0,0
awaafirika,africa,áfrica,0,0,0,0,1,loan,africa,1,0.5,0.25,0.25,0,0,0,0
akorinto,coríntios,coríntios,0,0,0,0,1,loan,coríntio,1,0.5,0,0,0,0,0,0
ixaleera,chaleira,chaleira,0,0,0,0,1,loan,chaleira,1,0.375,0,0,0,0,0,0
ixaavi,chave,chave,0,0,0,0,1,loan,chave,1,0.666666667,0,0,0,0,0,0
akumantanti,comandante,comandante,0,0,0,0,1,loan,comandante,1,0.454545455,0.4,0.4,0,0,0,0
ofeniisia,fenísia,fenísia,0,0,1,0,1,loan,fenícia,1,0.444444444,0,0,0,0,0,0
isala,sala,sala,0,0,0,0,1,loan,sala,1,0.2,0,0,0,0,0,0
exicolele,escola,escola,0,0,0,0,1,loan,escola,1,0.555555556,0,0,0,0,1,0
ekalisi,cálice,cálice,0,0,0,0,1,loan,cálice,1,0.714285714,0,0,0,0,0,0
museyu,museu,museu,0,0,0,0,1,loan,museu,1,0.166666667,0,0,0,0,0,0
ifeeriya,féria,férias,0,0,0,0,1,loan,féria,1,0.5,0,0,0,0,0,0
setempro,setembro,setembro,0,0,0,1,1,loan,setembro,1,0.125,0.25,0.25,0,0,0,0
pratu,prato,prato,0,0,0,1,1,loan,prato,1,0.2,0,0,0,0,0,0
repuupilika,república,república,0,0,1,0,1,loan,república,1,0.454545455,0.2,0.2,0,0,0,0
osertifikariwa,sertifarica,certificado,0,0,0,1,1,loan,osertifikariwa,0,0,0,0.285714286,0,0,0,0
okamarau,camarau,camarões,0,0,1,0,1,loan,okamarau,0,0,0,0,0,0,0,0
eparato,prato,prato,0,0,0,0,1,loan,prato,1,0.285714286,0.333333333,0.333333333,0,0,0,0
livuro,livro,livro,0,0,0,0,1,loan,livro,1,0.166666667,0,0,0,0,0,0
ohong,hong,hong,1,1,0,0,1,loan,hong,1,0.2,0,0,0,0,0,0
roomana,romana,romana,0,0,0,0,1,loan,romana,1,0.142857143,0,0,0,0,0,0
misionaario,missionário,missionário,0,0,1,0,1,loan,missionário,1,0.272727273,0,0,0,0,0,0
mustuutiyu,estúdio,estúdio,0,0,1,1,1,loan,estúdio,1,0.7,1,1,0,0,0,0
welisabethville,elisabethville,elisabethville,1,1,0,0,1,loan,welisabethville,0,0,0,0.142857143,0,0,0,1
valtaari,altar,altar,0,0,0,0,1,loan,altar,1,0.375,0.666666667,0.666666667,0,0,0,0
membro,membro,membros,1,0,0,1,1,loan,membro,1,0,0,0,0,0,0,0
osikari,sicar,sicar,0,0,0,0,1,loan,socar,1,0.571428571,0.333333333,0.333333333,0,0,0,0
ipiista,pista,pista,0,0,0,1,1,loan,pista,1,0.285714286,0,0,0,0,0,0
imuseu,museu,museu,0,0,1,0,1,loan,museu,1,0.166666667,0,0,0,0,0,0
epirixima,prisma,prisma,0,0,0,0,1,loan,prisma,1,0.444444444,0.5,0.5,0,0,0,0
kolonia,colonial,colonial,0,0,1,0,1,loan,colonial,1,0.25,0,0,0,0,0,0
eletroniko,lestrónico,eletrônicos,0,0,0,1,1,loan,eletroniko,0,0,0,0,0,0,0,0
imilhao,milhão,milhão,0,0,1,1,1,loan,milhão,1,0.285714286,0,0,0,0,0,0
mulistani,lista,lista,0,0,0,1,1,loan,lista,1,0.444444444,0.5,0.5,0,0,0,0
eprovincia,província,província,0,0,1,1,1,loan,província,1,0.2,0,0,0,0,0,0
wikipedias,wikipédias,wikipédias,1,0,1,0,1,loan,wikipédia,1,0.2,0,0,0,0,0,0
oyeruselemu,jerusalém,jerusalém,0,0,0,0,1,loan,jerusalém,1,0.454545455,0.5,0.5,0,0,0,0
ofakulitaate,faculdade,faculdade,0,0,0,0,1,loan,faculdade,1,0.5,0.25,0.25,0,0,0,0
poola,pola,bola,0,0,0,0,1,loan,polo,1,0.4,0,0,0,0,0,0
ra,rá,rá,0,0,0,0,1,loan,lá,1,1,0,0,0,0,0,0
akolooniya,colónia,colónia,0,0,0,0,1,loan,colónia,1,0.5,0,0,0,0,0,0
eporokaraa,programa,programa,0,0,0,0,1,loan,programa,1,0.5,0.75,0.75,0,0,0,0
epanca,banca,banca,0,0,0,0,1,loan,banca,1,0.333333333,0.333333333,0.333333333,0,0,1,0
imetaali,metal,metal,0,0,0,0,1,loan,metal,1,0.375,0.333333333,0.333333333,0,0,0,0
emeestere,mestre,mestre,0,0,0,1,1,loan,mestre,1,0.333333333,0.333333333,0.333333333,0,0,0,0
omusampique,moçambique,moçambique,1,0,1,0,1,loan,moçambique,1,0.363636364,0.2,0.2,0,0,1,0
eprinketu,prinqueto,brinquedo,0,0,0,1,1,loan,eprinketu,0,0,0,0,0,0,0,0
seelula,célula,célula,0,0,0,0,1,loan,célula,1,0.428571429,0,0,0,0,0,0
televisau,televisão,televisão,0,0,1,0,1,loan,televisão,1,0.222222222,0,0,0,0,0,0
etukumentu,documento,documento,0,0,0,0,1,loan,documento,1,0.5,0.25,0.25,0,0,0,0
israele,israel,israel,0,0,1,1,1,loan,israel,1,0.142857143,0,0,0,0,0,0
deebora,débora,débora,1,0,0,0,1,loan,débora,1,0.285714286,0,0,0,0,0,0
asistente,assistente,assistente,0,0,0,1,1,loan,assistente,1,0.1,0,0,0,0,0,0
muteaturuni,no teatro,no teatro,0,0,1,0,1,loan,muteaturuni,0,0,0,0.75,0,0,0,0
consolação,consolation,consolation,1,0,0,0,1,loan,consolação,1,0,0,0.2,0,0,1,0
epulaxa,bolachas,bolachas,0,0,0,0,1,loan,bolachas,1,0.75,0.333333333,0.333333333,0,0,0,0
jacinto,jacinto,jacinto,1,0,0,0,1,loan,jacinto,1,0,0,0,0,0,0,0
orestaurante,restaurante,restaurante,0,0,1,1,1,loan,restaurante,1,0.083333333,0,0,0,0,0,0
epoweema,poema,poema,0,0,0,0,1,loan,poema,1,0.375,0.333333333,0.333333333,0,0,0,0
wedeni,éden,eden,1,0,0,0,1,loan,éden,1,0.5,0.666666667,0.666666667,0,0,0,0
ocrooksville,crooksville,crooksville,0,0,0,1,1,loan,ocrooksville,0,0,0,0,0,0,0,0
okhatteya,cadeia,cadeia,0,1,0,0,1,loan,cadeia,1,0.666666667,0.5,0.5,0,0,0,0
afirika,áfrica,áfrica,0,0,0,0,1,loan,áfrica,1,0.428571429,0,0,0,0,0,0
osiyoni,sião,sião,0,0,0,0,1,loan,sião,1,0.571428571,0.5,0.5,0,0,0,0
waaresta,resta,resta,0,0,0,1,1,loan,resta,1,0.375,0.333333333,0.333333333,0,0,0,0
areta,aretas,aretas,0,0,0,0,1,loan,retas,1,0.4,0,0,0,0,0,0
efakultaate,faculdade,faculdade,0,0,0,0,1,loan,faculdade,1,0.454545455,0.5,0.5,0,0,0,1
ipaare,bar,bar,0,0,0,0,1,loan,bar,1,0.666666667,1,1,0,0,0,0
tiofelo,teófilo,teófilo,0,0,1,0,1,loan,teófilo,1,0.428571429,0,0,0,0,0,0
julio,júlio,júlio,1,0,1,0,1,loan,júlio,1,0.2,0,0,0,0,0,0
kefa,cefa,cefas,0,0,0,0,1,loan,ceifa,1,0.4,0.5,0.5,0,0,0,1
wafirika,áfrica,áfrica,0,0,0,0,1,loan,áfrica,1,0.5,0.25,0.25,0,0,0,0
eporovincia,província,província,0,0,1,0,1,loan,província,1,0.272727273,0.2,0.2,0,0,0,0
eperimiyu,prémio,prémio,0,0,0,0,1,loan,prémio,1,0.555555556,0.333333333,0.333333333,0,0,0,0
okapela,capela,capela,0,0,0,0,1,loan,capela,1,0.285714286,0,0,0,0,0,0
itesenyari,desenhou,desenhou,0,1,0,0,1,loan,desenhou,1,0.6,0.5,0.5,0,0,0,0
brazil,brasil,brasil,1,0,0,1,1,loan,brasil,1,0.166666667,0,0,0,0,0,0
masanto,santos,santos,0,0,0,0,1,loan,santos,1,0.428571429,0.25,0.25,0,0,0,0
exarti,jardim,jardim,0,0,0,1,1,loan,jardim,1,0.666666667,0.666666667,0.666666667,0,0,0,0
efootu,foto,foto,0,0,0,0,1,loan,foto,1,0.5,0,0,0,0,0,1
odunkirk,dunkirk,dunkirk,1,0,0,0,1,loan,odunkirk,0,0,0,0,0,0,0,0
ikarera,carrera,carrera,0,0,0,0,1,loan,correra,1,0.428571429,0,0,0,0,0,0
america,america,américas,0,0,0,0,1,loan,amarica,1,0.142857143,0,0,0,0,1,0
yortani,jordão,jordão,0,0,0,1,1,loan,jordão,1,0.714285714,1,1,0,0,0,0
ekoperasawu,cooperação,cooperação,0,0,0,0,1,loan,cooperação,1,0.545454545,0.2,0.2,0,0,0,0
epaxarii,bazar,bazar,0,0,0,0,1,loan,bazar,1,0.625,0.666666667,0.666666667,0,0,0,0
miniisteriyu,ministério,ministério,0,0,0,1,1,loan,ministério,1,0.333333333,0,0,0,0,0,0
osilisia,silicia,cilícia,0,0,1,0,1,loan,osilisia,0,0,0,0,0,0,0,0
enibaxariwa,baixou,baixou,1,0,0,0,1,loan,baixou,1,0.818181818,0.6,0.6,0,0,0,0
ferroviario,ferroviário,ferroviário,0,0,1,0,1,loan,ferroviário,1,0.090909091,0,0,1,0,0,0
n’autoridade,autoridade,autoridade,1,0,1,0,1,loan,autoridade,1,0.166666667,0.4,0.4,0,0,0,1
luuxu,luxo,luxo,0,0,1,0,1,loan,luxo,1,0.4,0,0,0,0,0,0
universitaatena,universidade,universidade,0,0,0,0,1,loan,universidade,1,0.333333333,0.4,0.4,0,0,0,0
okobe,kobe,kobe,1,0,0,0,1,loan,kobe,1,0.2,0,0,0,0,0,0
mapátiri,padres,padres,0,0,0,0,1,loan,padres,1,0.875,0.5,0.5,0,0,0,0
iplaneetani,no planeta,no planeta,0,0,0,1,1,loan,iplaneetani,0,0,0,0.5,0,0,0,0
mosampiikhi,moçambique,moçambique,0,1,0,0,1,loan,moçambique,1,0.545454545,0.2,0.2,0,0,0,0
esimetiriya,semetíria,esimetiriya,0,0,0,0,1,loan,esimetiriya,0,0,0,0,0,0,0,0
epeeco,beijo,beijo,0,0,0,0,1,loan,beijo,1,0.666666667,1,1,0,0,1,0
amatoropar,soldados,soldados,0,0,0,0,1,loan,soldados,1,0.9,0.75,0.75,0,0,0,0
oministeeriyu,ministério,ministério,0,0,0,1,1,loan,ministério,1,0.384615385,0,0,0,0,0,0
efilial,filial,filial,0,0,1,0,1,loan,filial,1,0.142857143,0,0,0,0,0,1
teputaatua,tabuada,tabuada,0,0,1,0,1,loan,tabuada,1,0.6,0.666666667,0.666666667,0,0,0,0
palano,planejando,planejando,0,0,0,0,1,loan,planeando,1,0.444444444,0,0.4,0,0,0,0
wiraque,iraque,iraque,1,0,1,0,1,loan,iraque,1,0.142857143,0.333333333,0.333333333,0,0,1,0
ekontenente,continente,continente,0,0,0,0,1,loan,continente,1,0.272727273,0,0,0,0,0,0
atelevosayu,televisão,televisão,0,0,0,0,1,loan,televisão,1,0.454545455,0,0,0,0,0,0
egrupo,grupo,grupo,1,0,0,1,1,loan,grupo,1,0.166666667,0,0,0,0,0,1
sinomatokarafiya,cinematografia,cinematografia,0,0,0,0,1,loan,cinematografia,1,0.3125,0.333333333,0.333333333,0,0,0,0
waomaputo,amaputo,maputo,0,0,1,0,1,loan,amputo,1,0.333333333,0.25,0.25,0,0,0,0
defeesa,defesa,defesa,1,0,0,0,1,loan,defesa,1,0.142857143,0,0,0,0,0,1
onagoya,nagia,nagoya,1,0,0,0,1,loan,magia,1,0.571428571,0.5,0.5,0,0,0,0
ipilyawu,bilhão,bilhão,0,1,0,0,1,loan,bilhão,1,0.75,0.666666667,0.666666667,0,0,0,0
mikhayeli,miguel,miguel,0,1,0,0,1,loan,miguel,1,0.555555556,0.666666667,0.666666667,0,0,0,0
maartiista,raatista,artista,0,0,0,1,1,loan,maartiista,0,0,0,0.333333333,0,0,0,0
weefeso,éfeso,éfeso,0,0,0,0,1,loan,éfeso,1,0.428571429,0.333333333,0.333333333,0,0,0,1
roberto,robert,robert,1,0,0,1,1,loan,robert,1,0.142857143,0,0,0,0,0,0
ahiso,césar,césar,0,0,0,0,1,loan,césar,1,1,0,0,0,0,0,0
ernegia,energia,energia,1,0,1,0,1,loan,energia,1,0.285714286,0,0,0,0,0,1
efosmasayu,fosmação,formação,0,0,0,0,1,loan,formação,1,0.6,0,0,0,0,0,1
worealla,oreal,orealla,0,0,1,0,1,loan,real,1,0.5,0.5,0.5,0,0,0,0
akrekatu,agregado,agregado,0,0,0,1,1,loan,agregado,1,0.5,1,1,0,0,0,0
etestu,texto,textos,0,0,0,1,1,loan,texto,1,0.5,0,0,0,0,0,0
oputusankulu,obtusângulo,obtusângulo,0,0,0,0,1,loan,oputusankulu,0,0,0,0.5,0,0,0,0
ereviisto,revista,revista,0,0,0,1,1,loan,revista,1,0.333333333,0,0,0,0,0,0
inkeriitu,inquérito,inquérito,0,0,0,0,1,loan,inquérito,1,0.555555556,0,0,0,0,0,0
eprotestantismo,protestantismo,protestantismo,0,0,0,1,1,loan,protestantismo,1,0.066666667,0,0,0,0,0,0
onorteste,norte,norte,0,0,0,1,1,loan,norte,1,0.444444444,0,0,0,0,0,0
evootu,voto,voto,0,0,0,0,1,loan,voto,1,0.5,0,0,0,0,0,0
emetiyatiriixi,mediatris,mediatriz,0,0,0,0,1,loan,mediatriz,1,0.5,0.75,0.75,0,0,0,0
ocolumbus,columbus,columbus,1,0,0,0,1,loan,columbus,1,0.111111111,0,0,0,0,1,0
omegido,megido,megido,1,0,0,0,1,loan,mugido,1,0.285714286,0,0,0,0,0,1
osuica,suíça,suíça,0,0,1,0,1,loan,suíça,1,0.5,0.5,0.5,0,0,1,0
axeri,aser,aser,0,0,0,0,1,loan,asei,1,0.4,0.5,0.5,0,0,0,0
xitha,cita,cita,0,1,0,0,1,loan,cita,1,0.4,0,0,0,0,0,0
mmerkaatu,mercados,mercados,0,0,0,0,1,loan,mercados,1,0.555555556,0.25,0.25,0,0,0,0
makalapintero,carpinteiros,carpinteiros,0,0,0,0,1,loan,carpinteiros,1,0.538461538,0.142857143,0.142857143,0,0,0,0
universitaate,universidade,universidade,0,0,0,0,1,loan,universidade,1,0.230769231,0.25,0.25,0,0,0,0
okastareliwa,castou,gastou,0,0,0,1,1,loan,castos,1,0.75,0.5,0.5,0,0,0,0
àmakristau,cristãos,cristãos,0,0,1,1,1,loan,cristãos,1,0.7,0.5,0.5,0,0,0,0
ifilme,filme,filme,0,0,0,0,1,loan,filme,1,0.166666667,0,0,0,0,0,0
filémoni,filémon,filémon,0,0,0,0,1,loan,filémoni,0,0,0,0,1,0,0,0
ooxustifikari,justificar,justificar,0,0,0,1,1,loan,justificar,1,0.384615385,0.4,0.4,0,0,0,0
wecuador,equador,equador,1,0,1,0,1,loan,equador,1,0.25,0.333333333,0.333333333,0,0,1,1
tobiya,tobias,tobias,1,0,0,0,1,loan,tobias,1,0.333333333,0,0,0,0,0,0
itixitiriitu,distrito,distrito,0,0,0,0,1,loan,distrito,1,0.583333333,0.8,0.8,0,0,0,0
mprorovinsiya,província,província,0,0,0,1,1,loan,província,1,0.461538462,0.333333333,0.333333333,0,0,0,0
taniirela,tanirela,tornarem,0,0,0,0,1,loan,taniirela,0,0,0,0,0,0,0,0
okongo,congo,congo,1,1,0,0,1,loan,congo,1,0.333333333,0,0,0,0,0,0
uuva,uvas,uva,0,0,1,0,1,loan,uvas,1,0.5,0,0,0,0,0,0
jeronimo,jerónimo,jerónimo,1,0,0,0,1,loan,jerónimo,1,0.125,0,0,0,0,0,0
awamerika,américa,américa,0,0,0,0,1,loan,américa,1,0.444444444,0.25,0.25,0,0,0,0
xikola,escola,escola,0,0,0,0,1,loan,escola,1,0.5,0,0,0,0,0,0
abíbiliya,bíblia,bíbila,1,0,0,0,1,loan,bíblia,1,0.333333333,0,0,0,0,0,1
obilbao,bilbao,bilbao,1,0,1,0,1,loan,bilbau,1,0.285714286,0,0,0,0,0,0
tiberio,tibério,tibério,1,0,1,0,1,loan,tibério,1,0.142857143,0,0,0,0,0,0
impresawu,impressão,impressão,0,0,0,1,1,loan,impressão,1,0.333333333,0.25,0.25,0,0,0,0
omacetonia,macetónia,macedónia,0,0,1,0,1,loan,macedónia,1,0.3,0.25,0,0,0,0,0
èdiosese,diocese,diocese,1,0,1,0,1,loan,diocese,1,0.25,0,0,0,0,0,0
mukostituwisawuni,constituição,constituição,0,0,0,1,1,loan,constituição,1,0.647058824,0.714285714,0.714285714,0,0,0,0
mateeriya,matéria,matéria,0,0,0,0,1,loan,matéria,1,0.333333333,0,0,0,0,0,0
oyerusalemu-nno,jerusalém,jerusalém,1,0,0,0,1,loan,jerusalém,1,0.533333333,0.666666667,0.666666667,0,0,0,0
reekule,régulo,régulo,0,0,0,0,1,loan,régulo,1,0.571428571,0.333333333,0.333333333,0,0,0,0
omosampìkhi,moçambique,moçambique,0,1,0,0,1,loan,moçambique,1,0.636363636,0.2,0.2,0,0,0,0
inovasawu,inovação,inovação,0,0,0,0,1,loan,inovação,1,0.444444444,0.25,0.25,0,0,0,0
asosiasao,associação,associação,0,0,1,0,1,loan,associação,1,0.4,0,0,0,0,0,0
masu,emoção,emoção,0,0,0,0,1,loan,emoção,1,0.833333333,0,0,0,0,0,0
egrupu,grupo,grupo,1,0,0,1,1,loan,grupo,1,0.333333333,0,0,0,0,0,1
oein,ein,ein,0,0,1,0,1,loan,eis,1,0.5,0,0,0,0,0,0
arkitetuura,arquitetura,arquitetura,0,0,1,0,1,loan,arquitetura,1,0.272727273,0,0,0,0,0,0
wazerbaijão,azerbaijão,azerbaijão,1,0,0,0,1,loan,azerbaijão,1,0.090909091,0.2,0.2,0,0,0,0
oxihuri,eshuri,chiure,0,0,0,0,1,loan,oxihuri,0,0,0,0,0,0,0,0
exa,chá,chá,0,0,0,0,1,loan,chá,1,1,0,0,0,0,0,0
